test,genotype,cross,plant_no,plot,year,loc,mg,fc,pb,md,yield,seed_weight,gs_gl,ht,det,ldg,ag_score,oil_dry_basis,protein_dry_basis
Plant Rows,N21-1742,Mx17-47-1,21,RM21-1742,2021,CLA,6.6-7.0,W,S,52,1059.7,12.8,,,D,,x,21.79,43.71
Plant Rows,N21-1743,Mx17-47-1,23,RM21-1743,2021,CLA,6.6-7.0,W,G,52,662.6,11.5,,,D,,4,20.52,46.42
Plant Rows,N21-1744,Mx17-47-1,24,RM21-1744,2021,CLA,6.6-7.0,P,T,53,832.3,12.5,,,I,,2.5,21.09,45.11
Plant Rows,N21-1746,Mx17-47-1,27,RM21-1746,2021,CLA,6.6-7.0,W,T,52,877,14.3,,,S,,x,21.29,45.05
Plant Rows,N21-1747,Mx17-47-1,28,RM21-1747,2021,CLA,6.6-7.0,P,T,52,879.2,11.8,,,I,,3,21.33,45.43
Plant Rows,N21-1748,Mx17-47-1,29,RM21-1748,2021,CLA,6.6-7.0,W,G,52,906.4,12.7,,,I,,3,22.19,44.21
Plant Rows,N21-1749,Mx17-47-1,32,RM21-1749,2021,CLA,6.6-7.0,W,T,55,362.2,11.9,,,I,,3,20.83,46.8
Plant Rows,N21-1750,Mx17-47-1,33,RM21-1750,2021,CLA,6.6-7.0,P,T,52,676.2,11.3,,,I,,3,21.23,46.05
Plant Rows,N21-1752,Mx17-47-1,37,RM21-1752,2021,CLA,6.6-7.0,P,T,60,803.5,13.3,,,I,,3,22.36,45.46
Plant Rows,N21-1753,Mx17-47-1,38,RM21-1753,2021,CLA,6.6-7.0,W,T,52,867,11,,,D,,3,19.16,46.97
Plant Rows,N21-1754,Mx17-47-1,39,RM21-1754,2021,CLA,6.6-7.0,W,G,59,1043.3,13.7,,,I,,3,21.33,44.86
Plant Rows,N21-1755,Mx17-47-1,40,RM21-1755,2021,CLA,6.6-7.0,W,T,63,1127.1,15,,,D,,3,22.17,45.32
Plant Rows,N21-1756,Mx17-47-1,41,RM21-1756,2021,CLA,6.6-7.0,P,G,52,694,13.6,,,I,,2.5,18.36,49.68
Plant Rows,N21-1757,Mx17-47-1,42,RM21-1757,2021,CLA,6.6-7.0,P,T,54,771.1,12.4,,,I,,3,19.61,48.4
Plant Rows,N21-1759,Mx17-47-1,45,RM21-1759,2021,CLA,6.6-7.0,W,T,52,697,13.2,,,I,,3,19.39,48.89
Plant Rows,N21-1760,Mx17-47-1,46,RM21-1760,2021,CLA,6.6-7.0,S,T,60,464.7,13.5,,,I,,4,19.02,49.47
Plant Rows,N21-1761,Mx17-47-1,47,RM21-1761,2021,CLA,6.6-7.0,W,G,56,746.6,13.8,,,I,,4,17.6,51.96
Plant Rows,N21-1762,Mx17-47-1,48,RM21-1762,2021,CLA,6.6-7.0,W,G,52,765.1,11.9,,,I,,3,21.28,46.53
Plant Rows,N21-1763,Mx17-47-1,57,RM21-1763,2021,CLA,6.6-7.0,W,T,52,918.1,12,,,I,,4,22.46,44.26
Plant Rows,N21-1765,Mx17-47-1,60,RM21-1765,2021,CLA,6.6-7.0,W,T,52,718.1,11,,,I,,4,18.85,46.5
Plant Rows,N21-1766,Mx17-47-1,61,RM21-1766,2021,CLA,6.6-7.0,W,T,60,434.6,12.8,,,I,,4,17.91,50.39
Plant Rows,N21-1767,Mx17-47-1,62,RM21-1767,2021,CLA,6.6-7.0,S,G,52,813.5,11.8,,,I,,3,20.44,47.06
Plant Rows,N21-1768,Mx17-47-1,63,RM21-1768,2021,CLA,6.6-7.0,P,S,59,943.6,13.4,,,I,,x,22.68,42.29
Plant Rows,N21-1769,Mx17-47-1,64,RM21-1769,2021,CLA,6.6-7.0,W,S,55,961.2,11.6,,,I,,x,19.81,46.75
Plant Rows,N21-1770,Mx17-47-1,65,RM21-1770,2021,CLA,6.6-7.0,P,G,52,729.5,12.1,,,I,,3,19.7,49.81
Plant Rows,N21-1771,Mx17-47-1,66,RM21-1771,2021,CLA,6.6-7.0,W,G,59,682.3,14.3,,,I,,3.5,20.71,47.21
Plant Rows,N21-1772,Mx17-47-1,67,RM21-1772,2021,CLA,6.6-7.0,W,G,52,743.1,13.1,,,I,,3.5,19.3,48.22
Plant Rows,N21-1774,Mx17-47-1,70,RM21-1774,2021,CLA,6.6-7.0,W,G,57,898.3,11.1,,,I,,3.5,19.54,47.45
Plant Rows,N21-1775,Mx17-47-1,71,RM21-1775,2021,CLA,6.6-7.0,W,T,59,559.2,14.4,,,I,,4,20.21,46.9
Plant Rows,N21-1776,Mx17-47-1,77,RM21-1776,2021,CLA,6.6-7.0,W,T,60,1010.7,14.8,,,I,,4,21.65,46.11
Plant Rows,N21-1777,Mx17-47-1,79,RM21-1777,2021,CLA,6.6-7.0,W,G,59,608.2,11.9,,,I,,3.5,19.55,47.8
Plant Rows,N21-1778,Mx17-47-1,80,RM21-1778,2021,CLA,6.6-7.0,W,T,60,1000.1,13.3,,,I,,2.5,22.35,44.19
Plant Rows,N21-1780,Mx17-47-1,88,RM21-1780,2021,CLA,6.6-7.0,W,T,59,1005.2,13.7,,,D,,3,20.7,45.67
Plant Rows,N21-1784,Mx17-47-2,3,RM21-1784,2021,CLA,6.6-7.0,P,T,59,909.2,12.6,,,I,,3,19.33,47.69
Plant Rows,N21-1785,Mx17-47-2,4,RM21-1785,2021,CLA,6.6-7.0,P,S,60,677.9,13.8,,,I,,x,20.69,45.91
Plant Rows,N21-1787,Mx17-47-2,7,RM21-1787,2021,CLA,6.6-7.0,P,T,59,979.1,15.3,,,I,,2,21.58,45.41
Plant Rows,N21-1788,Mx17-47-2,10,RM21-1788,2021,CLA,6.6-7.0,P,G,52,643,11.4,,,I,,4,19.67,47.31
Plant Rows,N21-1789,Mx17-47-2,11,RM21-1789,2021,CLA,6.6-7.0,P,T,54,676.1,12.6,,,I,,4,20.59,49.25
Plant Rows,N21-1790,Mx17-47-2,12,RM21-1790,2021,CLA,6.6-7.0,W,T,54,840.2,12.9,,,I,,4,20.16,47.83
Plant Rows,N21-1791,Mx17-47-2,14,RM21-1791,2021,CLA,6.6-7.0,W,G,52,930.5,14.3,,,I,,3,21.63,45.58
Plant Rows,N21-1793,Mx17-47-2,18,RM21-1793,2021,CLA,6.6-7.0,W,G,52,821,12,,,I,,4,20.81,45.06
Plant Rows,N21-1794,Mx17-47-2,19,RM21-1794,2021,CLA,6.6-7.0,P,G,52,916.3,12,,,I,,3,20.85,45.65
Plant Rows,N21-1795,Mx17-47-2,21,RM21-1795,2021,CLA,6.6-7.0,P,T,52,571.8,11.3,,,I,,4,20.64,48.58
Plant Rows,N21-1796,Mx17-47-2,26,RM21-1796,2021,CLA,6.6-7.0,W,G,55,890.5,13,,,I,,3.5,20.95,44.32
Plant Rows,N21-1797,Mx17-47-2,28,RM21-1797,2021,CLA,6.6-7.0,W,T,52,604,12,,,I,,3,19.2,49.32
Plant Rows,N21-1798,Mx17-47-2,31,RM21-1798,2021,CLA,6.6-7.0,P,T,60,919.3,14.3,,,I,,2.5,22.4,44.71
Plant Rows,N21-1799,Mx17-47-2,33,RM21-1799,2021,CLA,6.6-7.0,W,T,52,869.3,12.6,,,I,,3,21.44,45.51
Plant Rows,N21-1800,Mx17-47-2,36,RM21-1800,2021,CLA,6.6-7.0,W,G,53,645.5,13.4,,,I,,4,20.17,46.91
Plant Rows,N21-1802,Mx17-47-2,39,RM21-1802,2021,CLA,6.6-7.0,P,T,52,802.6,12.5,,,I,,2.5,19.95,48.58
Plant Rows,N21-1803,Mx17-47-2,42,RM21-1803,2021,CLA,6.6-7.0,W,T,52,671.7,12,,,I,,3,19.03,48.74
Plant Rows,N21-1804,Mx17-47-2,44,RM21-1804,2021,CLA,6.6-7.0,W,G,58,930,12.8,,,I,,3,21.55,44.78
Plant Rows,N21-1805,Mx17-47-2,45,RM21-1805,2021,CLA,6.6-7.0,W,T,53,782.6,12.4,,,I,,2.5,19.79,47.66
Plant Rows,N21-1806,Mx17-47-2,48,RM21-1806,2021,CLA,6.6-7.0,P,G,53,790.5,12.8,,,I,,3,19.18,49.69
Plant Rows,N21-1808,Mx17-47-2,52,RM21-1808,2021,CLA,6.6-7.0,W,T,52,756.3,11,,,I,,3,20.16,45.99
Plant Rows,N21-1809,Mx17-47-2,53,RM21-1809,2021,CLA,6.6-7.0,W,G,55,998.6,13.3,,,I,,2.5,21.08,43.56
Plant Rows,N21-1810,Mx17-47-2,54,RM21-1810,2021,CLA,6.6-7.0,P,T,62,950.6,12.7,,,I,,3,20.89,46.04
Plant Rows,N21-1811,Mx17-47-2,55,RM21-1811,2021,CLA,6.6-7.0,W,T,62,889.2,13.6,,,D,,3.5,21.78,44.04
Plant Rows,N21-1812,Mx17-47-2,57,RM21-1812,2021,CLA,6.6-7.0,P,S,60,590.7,13.2,,,D,,x,20.75,48.36
Plant Rows,N21-1813,Mx17-47-2,58,RM21-1813,2021,CLA,6.6-7.0,W,T,52,918.4,13.7,,,D,,2.5,22.98,44.78
Plant Rows,N21-1815,Mx17-47-2,62,RM21-1815,2021,CLA,6.6-7.0,P,S,52,921.5,11.9,,,I,,x,19.98,46.57
Plant Rows,N21-1816,Mx17-47-2,63,RM21-1816,2021,CLA,6.6-7.0,P,S,55,815.7,12.3,,,I,,x,20.14,47.35
Plant Rows,N21-1817,Mx17-47-2,64,RM21-1817,2021,CLA,6.6-7.0,P,T,52,1058.3,11.4,,,I,,4,19.06,49.09
Plant Rows,N21-1818,Mx17-47-2,65,RM21-1818,2021,CLA,6.6-7.0,W,T,60,823.8,13.2,,,I,,4,21.16,43.44
Plant Rows,N21-1821,Mx17-47-2,69,RM21-1821,2021,CLA,6.6-7.0,W,T,57,903.3,12.7,,,I,,4,21.67,42.86
Plant Rows,N21-1822,Mx17-47-2,71,RM21-1822,2021,CLA,6.6-7.0,W,G,55,1087.4,13,,,I,,3,22.55,43.63
Plant Rows,N21-1823,Mx17-47-2,72,RM21-1823,2021,CLA,6.6-7.0,P,G,54,889.1,13.4,,,I,,3.5,20.53,46.26
Plant Rows,N21-1824,Mx17-47-2,75,RM21-1824,2021,CLA,6.6-7.0,P,T,55,797.8,14.2,,,I,,3,21.32,45.61
Plant Rows,N21-1825,Mx17-47-2,77,RM21-1825,2021,CLA,6.6-7.0,P,G,60,925.1,14.1,,,D,,3,21.09,46.22
Plant Rows,N21-1826,Mx17-47-2,78,RM21-1826,2021,CLA,6.6-7.0,W,T,52,696.6,12.4,,,I,,3,19.43,48.27
Plant Rows,N21-1827,Mx17-47-2,81,RM21-1827,2021,CLA,6.6-7.0,W,G,53,908,11.9,,,I,,4,19.72,47.61
Plant Rows,N21-1828,Mx17-47-2,82,RM21-1828,2021,CLA,6.6-7.0,P,T,52,747.4,14.4,,,D,,3,22.19,44.37
Plant Rows,N21-1831,Mx17-47-2,90,RM21-1831,2021,CLA,6.6-7.0,W,T,57,812.4,11.6,,,I,,3,22.47,44.3
Plant Rows,N21-1832,Mx17-48-1,2,RM21-1832,2021,CLA,6.6-7.0,W,G,58,1320.2,15.5,,,I,,3,20.48,47
Plant Rows,N21-1833,Mx17-48-1,9,RM21-1833,2021,CLA,6.6-7.0,W,T,61,726.9,15.2,,,I,,5,20.33,47.62
Plant Rows,N21-1834,Mx17-48-1,12,RM21-1834,2021,CLA,6.6-7.0,P,G,57,988.5,16.7,,,I,,3,22.65,43.81
Plant Rows,N21-1837,Mx17-48-1,19,RM21-1837,2021,CLA,6.6-7.0,W,G,52,697.9,15.6,,,D,,4,21.89,45.55
Plant Rows,N21-1838,Mx17-48-1,20,RM21-1838,2021,CLA,6.6-7.0,W,S,63,1305.9,14.4,,,I,,x,21.4,44.59
Plant Rows,N21-1839,Mx17-48-1,22,RM21-1839,2021,CLA,6.6-7.0,W,G,54,1514.2,14.2,,,D,,3,21.25,45.28
Plant Rows,N21-1840,Mx17-48-1,25,RM21-1840,2021,CLA,6.6-7.0,P,T,63,700.7,15.1,,,I,,4,19.4,46.97
Plant Rows,N21-1843,Mx17-48-1,28,RM21-1843,2021,CLA,6.6-7.0,W,G,63,642,17.9,,,D,,4,18.1,49.57
Plant Rows,N21-1844,Mx17-48-1,30,RM21-1844,2021,CLA,6.6-7.0,P,T,58,1286.4,14.7,,,I,,4,21.74,44.36
Plant Rows,N21-1845,Mx17-48-1,31,RM21-1845,2021,CLA,6.6-7.0,P,T,62,642.2,17.9,,,I,,4,18.95,48.57
Plant Rows,N21-1846,Mx17-48-1,36,RM21-1846,2021,CLA,6.6-7.0,W,G,60,974.1,16,,,I,,4,20.69,46.32
Plant Rows,N21-1849,Mx17-48-1,44,RM21-1849,2021,CLA,6.6-7.0,P,S,59,958.1,15.7,,,I,,x,20.29,46.09
Plant Rows,N21-1850,Mx17-48-1,45,RM21-1850,2021,CLA,6.6-7.0,W,G,59,1230.2,15.2,,,I,,3,19.71,45.95
Plant Rows,N21-1851,Mx17-48-1,47,RM21-1851,2021,CLA,6.6-7.0,P,T,59,653.3,15.5,,,I,,4,19.83,47.95
Plant Rows,N21-1852,Mx17-48-1,50,RM21-1852,2021,CLA,6.6-7.0,W,T,63,714.7,17.8,,,I,,4,19.06,47.71
Plant Rows,N21-1853,Mx17-48-1,51,RM21-1853,2021,CLA,6.6-7.0,P,T,63,353.6,15.4,,,I,,4,19.96,48.34
Plant Rows,N21-1854,Mx17-48-1,55,RM21-1854,2021,CLA,6.6-7.0,P,G,57,1183.3,16.7,,,I,,3,22.08,44.14
Plant Rows,N21-1855,Mx17-48-1,57,RM21-1855,2021,CLA,6.6-7.0,W,G,54,977.9,14.6,,,D,,4,20.54,46.55
Plant Rows,N21-1856,Mx17-48-1,58,RM21-1856,2021,CLA,6.6-7.0,W,T,57,1125.4,14.8,,,I,,3,22.17,43.38
Plant Rows,N21-1859,Mx17-48-1,66,RM21-1859,2021,CLA,6.6-7.0,W,G,52,1215.8,14.9,,,I,,2.5,21.26,45.33
Plant Rows,N21-1860,Mx17-48-1,67,RM21-1860,2021,CLA,6.6-7.0,W,T,52,1049,15.1,,,I,,3,21.47,45.87
Plant Rows,N21-1861,Mx17-48-1,70,RM21-1861,2021,CLA,6.6-7.0,P,G,63,1149.9,15.2,,,I,,3,21.22,44.45
Plant Rows,N21-1862,Mx17-48-1,71,RM21-1862,2021,CLA,6.6-7.0,P,T,53,822.2,16.6,,,I,,4,20.72,45.34
Plant Rows,N21-1865,Mx17-48-1,79,RM21-1865,2021,CLA,6.6-7.0,S,G,58,545.8,12.9,,,I,,4,19.96,46.58
Plant Rows,N21-1866,Mx17-48-1,80,RM21-1866,2021,CLA,6.6-7.0,W,T,60,1246.9,16.3,,,I,,4,20.38,46.68
Plant Rows,N21-1867,Mx17-48-1,84,RM21-1867,2021,CLA,6.6-7.0,P,T,60,620.3,15.3,,,D,,4,19.67,47.36
Plant Rows,N21-1868,Mx17-48-1,88,RM21-1868,2021,CLA,6.6-7.0,W,G,60,578.9,17.1,,,D,,4,21.27,46.98
Plant Rows,N21-1871,Mx17-48-2,5,RM21-1871,2021,CLA,6.6-7.0,P,T,52,610.7,16.3,,,D,,4,22.1,45.9
Plant Rows,N21-1872,Mx17-48-2,6,RM21-1872,2021,CLA,6.6-7.0,P,S,55,1193.2,15.9,,,I,,x,20.9,45.03
Plant Rows,N21-1873,Mx17-48-2,7,RM21-1873,2021,CLA,6.6-7.0,W,T,55,1003,14.3,,,D,,3,20.8,45.19
Plant Rows,N21-1874,Mx17-48-2,8,RM21-1874,2021,CLA,6.6-7.0,W,T,54,996.7,15.6,,,D,,4,21.54,46.16
Plant Rows,N21-1877,Mx17-48-2,14,RM21-1877,2021,CLA,6.6-7.0,W,G,54,770.7,14.4,,,I,,4,21.35,44.03
Plant Rows,N21-1878,Mx17-48-2,15,RM21-1878,2021,CLA,6.6-7.0,W,T,53,1012.7,13.6,,,I,,3,20.77,44.08
Plant Rows,N21-1879,Mx17-48-2,18,RM21-1879,2021,CLA,6.6-7.0,W,G,59,718.3,14.3,,,I,,4,20.64,45.06
Plant Rows,N21-1880,Mx17-48-2,19,RM21-1880,2021,CLA,6.6-7.0,W,G,55,863.1,15.7,,,I,,3,20.45,45.3
Plant Rows,N21-1881,Mx17-48-2,20,RM21-1881,2021,CLA,6.6-7.0,W,T,58,1899.6,18,,,I,,3,21.85,45.07
Plant Rows,N21-1882,Mx17-48-2,21,RM21-1882,2021,CLA,6.6-7.0,P,T,60,471.7,14.6,,,I,,4,20.61,47.65
Plant Rows,N21-1883,Mx17-48-2,22,RM21-1883,2021,CLA,6.6-7.0,P,T,60,473.5,13.9,,,D,,4,20.39,47.82
Plant Rows,N21-1884,Mx17-48-2,23,RM21-1884,2021,CLA,6.6-7.0,P,G,52,528.3,14.6,,,D,,4,21.56,47.14
Plant Rows,N21-1885,Mx17-48-2,24,RM21-1885,2021,CLA,6.6-7.0,W,T,54,1129.7,16.1,,,D,,2,21.79,46.2
Plant Rows,N21-1887,Mx17-48-2,26,RM21-1887,2021,CLA,6.6-7.0,P,T,60,482.2,14.8,,,I,,4,19.85,48.18
Plant Rows,N21-1888,Mx17-48-2,32,RM21-1888,2021,CLA,6.6-7.0,P,G,54,606.7,15.3,,,D,,4,21.28,46.53
Plant Rows,N21-1889,Mx17-48-2,34,RM21-1889,2021,CLA,6.6-7.0,P,G,61,755.2,15.4,,,D,,4,20.36,45.82
Plant Rows,N21-1892,Mx17-48-2,37,RM21-1892,2021,CLA,6.6-7.0,W,T,52,966.4,16.5,,,D,,4,21.46,44.69
Plant Rows,N21-1893,Mx17-48-2,38,RM21-1893,2021,CLA,6.6-7.0,P,T,52,980.5,16.8,,,D,,4,20.63,45.89
Plant Rows,N21-1894,Mx17-48-2,39,RM21-1894,2021,CLA,6.6-7.0,P,T,52,913.6,15.8,,,D,,4,19.66,46.86
Plant Rows,N21-1895,Mx17-48-2,41,RM21-1895,2021,CLA,6.6-7.0,P,G,52,1325,14.4,,,D,,3,21.64,44.32
Plant Rows,N21-1896,Mx17-48-2,46,RM21-1896,2021,CLA,6.6-7.0,P,T,52,1032.5,15.5,,,D,,3,22.45,46.16
Plant Rows,N21-1897,Mx17-48-2,47,RM21-1897,2021,CLA,6.6-7.0,W,G,52,454.1,16.3,,,D,,4,19.45,49.54
Plant Rows,N21-1898,Mx17-48-2,48,RM21-1898,2021,CLA,6.6-7.0,P,T,52,667,13.8,,,D,,4,20.46,47.83
Plant Rows,N21-1899,Mx17-48-2,49,RM21-1899,2021,CLA,6.6-7.0,W,T,52,398.8,12.7,,,D,,4,21.45,47.1
Plant Rows,N21-1900,Mx17-48-2,50,RM21-1900,2021,CLA,6.6-7.0,W,T,52,1679.1,14.7,,,D,,3,21.08,45.38
Plant Rows,N21-1901,Mx17-48-2,53,RM21-1901,2021,CLA,6.6-7.0,W,T,52,1501.1,12.4,,,I,,3,21.41,44.06
Plant Rows,N21-1902,Mx17-48-2,54,RM21-1902,2021,CLA,6.6-7.0,P,S,59,460.3,15.1,,,D,,x,19.51,47.95
Plant Rows,N21-1903,Mx17-48-2,57,RM21-1903,2021,CLA,6.6-7.0,S,G,61,463.1,15.2,,,I,,4,20.8,47.29
Plant Rows,N21-1904,Mx17-48-2,59,RM21-1904,2021,CLA,6.6-7.0,P,T,59,631.5,14.2,,,I,,3,20.66,47.63
Plant Rows,N21-1905,Mx17-48-2,61,RM21-1905,2021,CLA,6.6-7.0,W,T,52,1300.5,13.3,,,D,,2,22.04,42.08
Plant Rows,N21-1906,Mx17-48-2,62,RM21-1906,2021,CLA,6.6-7.0,W,T,54,838,13,,,D,,3,20.49,44.04
Plant Rows,N21-1907,Mx17-48-2,63,RM21-1907,2021,CLA,6.6-7.0,W,T,60,749.2,15.9,,,D,,3,21.6,43.67
Plant Rows,N21-1908,Mx17-48-2,64,RM21-1908,2021,CLA,6.6-7.0,S,G,60,1114.2,14.1,,,D,,3,20.78,46.48
Plant Rows,N21-1909,Mx17-48-2,65,RM21-1909,2021,CLA,6.6-7.0,P,G,60,780,13.6,,,D,,4,21,45.41
Plant Rows,N21-1912,Mx17-48-2,68,RM21-1912,2021,CLA,6.6-7.0,P,G,58,895.2,16,,,I,,3,20.64,46.35
Plant Rows,N21-1913,Mx17-48-2,69,RM21-1913,2021,CLA,6.6-7.0,W,T,58,675.6,15.3,,,D,,4,19.73,48.12
Plant Rows,N21-1914,Mx17-48-2,74,RM21-1914,2021,CLA,6.6-7.0,W,T,58,1041.9,15.4,,,D,,4,20.91,44.54
Plant Rows,N21-1915,Mx17-48-2,76,RM21-1915,2021,CLA,6.6-7.0,P,G,54,1107.3,13.6,,,D,,3,21.76,44.24
Plant Rows,N21-1916,Mx17-48-2,77,RM21-1916,2021,CLA,6.6-7.0,P,T,52,775.2,15.1,,,D,,5,21.99,44.63
Plant Rows,N21-1917,Mx17-48-2,78,RM21-1917,2021,CLA,6.6-7.0,W,G,52,347,12.6,,,D,,4,21.27,46.18
Plant Rows,N21-1918,Mx17-48-2,80,RM21-1918,2021,CLA,6.6-7.0,S,T,63,627.3,16.1,,,D,,4,19.97,46.48
Plant Rows,N21-1919,Mx17-48-2,81,RM21-1919,2021,CLA,6.6-7.0,P,T,63,387.2,14,,,D,,4,19.53,47.52
Plant Rows,N21-1920,Mx17-48-2,82,RM21-1920,2021,CLA,6.6-7.0,P,T,63,1445.6,16.7,,,D,,3,21.91,45.66
Plant Rows,N21-1921,Mx17-48-2,83,RM21-1921,2021,CLA,6.6-7.0,P,T,60,1174.6,17.2,,,D,,3,20.1,46.87
Plant Rows,N21-1922,Mx17-48-2,84,RM21-1922,2021,CLA,6.6-7.0,W,T,55,666.2,14.9,,,D,,4,20.54,46.81
Plant Rows,N21-1923,Mx17-48-2,85,RM21-1923,2021,CLA,6.6-7.0,W,T,52,327.5,14.6,,,D,,4,21.5,47.15
Plant Rows,N21-1924,Mx17-48-2,88,RM21-1924,2021,CLA,6.6-7.0,W,T,54,567.8,15.5,,,D,,3,21.29,46.32
Plant Rows,N21-1925,Mx17-48-2,93,RM21-1925,2021,CLA,6.6-7.0,P,G,53,1305.1,13.3,,,D,,2,21.33,45.22
Plant Rows,N21-1926,Mx17-48-2,94,RM21-1926,2021,CLA,6.6-7.0,W,T,54,586.4,15.6,,,D,,5,20.74,46.19
Plant Rows,N21-1927,Mx17-48-2,95,RM21-1927,2021,CLA,6.6-7.0,W,T,52,870.4,15,,,D,,3,21.62,46.07
Plant Rows,N21-1928,CHECK,NC-Dunphy,RM21-1928,2021,CLA,6.6-7,P,G,52,668.7,14.9,,,D,,,21.79,41.9
Plant Rows,N21-1929,CHECK,NC-Dilday,RM21-1929,2021,CLA,6.6-7,P,G,60,630.6,18.3,,,D,,,22.3,43.3
Plant Rows,N21-1932,N16-1286,parent,RM21-1932,2021,CLA,6,W,G,52,1189.9,11.6,,,D,,,22.51,40.74
Plant Rows,N21-1933,N16-1296,parent,RM21-1933,2021,CLA,5,P,T,52,576.4,16.2,,,D,,,23.9,41.27
Plant Rows,N21-1934,Mx17-41,3,RM21-1934,2021,CLA,<5.3,P,G,52,1173.7,14.2,,,D,,3,22.74,41.7
Plant Rows,N21-1935,Mx17-41,11,RM21-1935,2021,CLA,<5.3,P,G,52,1209.2,13.6,,,D,,3,22.79,39.81
Plant Rows,N21-1936,Mx17-41,12,RM21-1936,2021,CLA,<5.3,P,G,52,461.7,14.9,,,D,,5,22.82,42.34
Plant Rows,N21-1937,Mx17-41,14,RM21-1937,2021,CLA,<5.3,W,G,52,380.9,12.7,,,D,,5,21.64,44.17
Plant Rows,N21-1938,Mx17-41,15,RM21-1938,2021,CLA,<5.3,P,G,52,600.6,12.8,,,D,,4,22.55,43.78
Plant Rows,N21-1939,Mx17-41,20,RM21-1939,2021,CLA,<5.3,W,G,52,784.5,14.9,,,D,,4,22.32,43.91
Plant Rows,N21-1940,Mx17-41,24,RM21-1940,2021,CLA,<5.3,W,G,52,1002.5,13.4,,,D,,4,22.72,43.06
Plant Rows,N21-1941,Mx17-41,25,RM21-1941,2021,CLA,<5.3,W,G,52,1076.7,14.3,,,D,,3,22.14,45.24
Plant Rows,N21-1942,Mx17-41,32,RM21-1942,2021,CLA,<5.3,W,G,52,930.7,13.7,,,D,,3,22.72,43.39
Plant Rows,N21-1943,Mx17-41,43,RM21-1943,2021,CLA,<5.3,W,G,54,707.6,13.4,,,D,,3,21.55,46.05
Plant Rows,N21-1944,Mx17-41,55,RM21-1944,2021,CLA,<5.3,P,G,52,480.4,14.2,,,D,,4,21.2,47.14
Plant Rows,N21-1945,Mx17-41,57,RM21-1945,2021,CLA,<5.3,W,G,52,577.5,15.2,,,I,,5,22.71,42.74
Plant Rows,N21-1946,Mx17-41,68,RM21-1946,2021,CLA,<5.3,W,G,52,777.7,14.4,,,D,,5,22.41,43.15
Plant Rows,N21-1947,Mx17-41,75,RM21-1947,2021,CLA,<5.3,P,G,52,773.2,14.3,,,D,,4,21.84,43.01
Plant Rows,N21-1948,Mx17-41,77,RM21-1948,2021,CLA,<5.3,W,G,52,293.3,13.8,,,D,,5,22.16,44.22
Plant Rows,N21-1949,Mx17-41,82,RM21-1949,2021,CLA,<5.3,W,G,52,791.5,14.5,,,D,,5,22.74,42.96
Plant Rows,N21-1951,Mx17-41,91,RM21-1951,2021,CLA,<5.3,S,G,52,1099.8,12.8,,,D,,4,22.91,41.3
Plant Rows,N21-1952,Mx17-41,92,RM21-1952,2021,CLA,<5.3,W,G,52,659.9,14.8,,,D,,4,21.6,43.96
Plant Rows,N21-1953,Mx17-41,95,RM21-1953,2021,CLA,<5.3,P,G,52,477,13.3,,,D,,5,21.92,44.05
Plant Rows,N21-1954,Mx17-41,96,RM21-1954,2021,CLA,<5.3,P,G,52,1102.9,12.8,,,D,,4,22.81,43.11
Plant Rows,N21-1955,Mx17-41,100,RM21-1955,2021,CLA,<5.3,,G,52,1245.9,14,,,D,,,22.91,42.62
Plant Rows,N21-1956,Mx17-42,6,RM21-1956,2021,CLA,<5.3,,T,52,738.3,17.6,,,I,,5,22.77,43.85
Plant Rows,N21-1957,Mx17-42,23,RM21-1957,2021,CLA,<5.3,,G,52,709.7,15.8,,,D,,4,22.67,43.65
Plant Rows,N21-1958,Mx17-42,47,RM21-1958,2021,CLA,<5.3,P,T,52,481.4,16.5,,,D,,5,21.62,45.36
Plant Rows,N21-1959,Mx17-42,57,RM21-1959,2021,CLA,<5.3,,T,52,742.7,15.8,,,D,,5,23.15,41.72
Plant Rows,N21-1960,Mx17-42,64,RM21-1960,2021,CLA,<5.3,,T,52,1068.4,16,,,D,,5,23.36,42.58
Plant Rows,N21-1961,Mx17-42,78,RM21-1961,2021,CLA,<5.3,P,T,52,765.7,14.8,,,D,,5,23.03,42.17
Plant Rows,N21-1962,Mx17-43,14,RM21-1962,2021,CLA,<5.3,P,G,52,921.4,10.8,,,I,,3,21.74,41.71
Plant Rows,N21-1963,Mx17-43,25,RM21-1963,2021,CLA,<5.3,W,G,52,653.9,13.7,,,I,,4,21.57,45.5
Plant Rows,N21-1964,Mx17-43,35,RM21-1964,2021,CLA,<5.3,W,G,52,728.6,14.8,,,D,,4,21.93,45.99
Plant Rows,N21-1965,Mx17-43,36,RM21-1965,2021,CLA,<5.3,W,G,52,902.4,14.3,,,D,,5,22.89,41.54
Plant Rows,N21-1966,Mx17-43,49,RM21-1966,2021,CLA,<5.3,,G,52,1212,12.8,,,S,,4,22.74,41.89
Plant Rows,N21-1967,Mx17-43,57,RM21-1967,2021,CLA,<5.3,P,G,52,1055.1,12.9,,,D,,x,21.95,42.05
Plant Rows,N21-1968,Mx17-43,58,RM21-1968,2021,CLA,<5.3,W,G,52,308,11.4,,,D,,3,22.62,42.31
Plant Rows,N21-1969,Mx17-43,62,RM21-1969,2021,CLA,<5.3,W,G,52,735.5,12.8,,,D,,5,22.42,41.58
