test,genotype,cross,plant_no,plot,year,loc,mg,fc,pb,md,yield,seed_weight,gs_gl,ht,det,ldg,ag_score,oil_dry_basis,protein_dry_basis
Plant Rows,N21-0623,Mx17-45-2,21,RM21-0623,2021,CLA,5.4-5.9,P,T,52,1305.9,13.2,,,S,,x,21.71,44.84
Plant Rows,N21-0624,Mx17-45-2,23,RM21-0624,2021,CLA,5.4-5.9,P,T,52,778,14.2,,,I,,2.5,22.06,45.1
Plant Rows,N21-0625,Mx17-45-2,24,RM21-0625,2021,CLA,5.4-5.9,P,T,52,931.1,13.2,,,D,,3.5,21.88,44.11
Plant Rows,N21-0626,Mx17-46-1,1,RM21-0626,2021,CLA,5.4-5.9,P,T,52,785.1,16.2,,,D,,2.5,20.63,47.59
Plant Rows,N21-0627,Mx17-46-1,2,RM21-0627,2021,CLA,5.4-5.9,P,T,52,1228.1,18.2,,,D,,2.5,22.84,44.61
Plant Rows,N21-0628,Mx17-46-1,3,RM21-0628,2021,CLA,5.4-5.9,P,T,52,1233.2,15.4,,,I,,2.5,22.11,44.72
Plant Rows,N21-0629,Mx17-46-1,5,RM21-0629,2021,CLA,5.4-5.9,P,T,52,615.8,15.8,,,I,,3.5,21.3,47.86
Plant Rows,N21-0630,Mx17-46-1,9,RM21-0630,2021,CLA,5.4-5.9,P,T,52,929.9,15.5,,,I,,2.5,21.65,44.59
Plant Rows,N21-0631,Mx17-46-1,10,RM21-0631,2021,CLA,5.4-5.9,P,T,52,1067.9,14.4,,,D,,2,23.07,42.69
Plant Rows,N21-0632,Mx17-46-1,11,RM21-0632,2021,CLA,5.4-5.9,P,T,52,1031,16.4,,,D,,3.5,22.98,43.7
Plant Rows,N21-0633,Mx17-46-1,12,RM21-0633,2021,CLA,5.4-5.9,P,T,52,747.3,17.7,,,I,,3,21.75,46.43
Plant Rows,N21-0634,Mx17-46-1,16,RM21-0634,2021,CLA,5.4-5.9,P,T,52,1346.7,14.6,,,I,,3,23.55,42.43
Plant Rows,N21-0635,Mx17-46-1,17,RM21-0635,2021,CLA,5.4-5.9,P,T,52,1210.2,16,,,S,,x,20.82,46.97
Plant Rows,N21-0636,Mx17-46-1,18,RM21-0636,2021,CLA,5.4-5.9,P,T,52,748.1,15.9,,,I,,2.5,22.27,45.59
Plant Rows,N21-0637,Mx17-46-1,19,RM21-0637,2021,CLA,5.4-5.9,P,T,52,968.2,14.2,,,I,,3.5,22.34,44.39
Plant Rows,N21-0638,Mx17-46-1,21,RM21-0638,2021,CLA,5.4-5.9,P,T,52,983.2,15.8,,,D,,2.5,21.74,43.72
Plant Rows,N21-0639,Mx17-46-1,22,RM21-0639,2021,CLA,5.4-5.9,P,T,52,1122.8,14.7,,,I,,2.5,22.25,44.35
Plant Rows,N21-0640,Mx17-46-1,24,RM21-0640,2021,CLA,5.4-5.9,P,T,52,840.7,16.8,,,I,,2.5,21.1,46.74
Plant Rows,N21-0641,Mx17-46-1,25,RM21-0641,2021,CLA,5.4-5.9,P,T,52,1207.8,14.9,,,I,,2.5,21.36,44.41
Plant Rows,N21-0642,Mx17-46-1,26,RM21-0642,2021,CLA,5.4-5.9,P,T,52,752.2,16.6,,,I,,2.5,22.13,45.16
Plant Rows,N21-0643,Mx17-46-1,27,RM21-0643,2021,CLA,5.4-5.9,P,T,52,740.9,14.9,,,I,,3.5,21.76,47.39
Plant Rows,N21-0644,Mx17-46-1,28,RM21-0644,2021,CLA,5.4-5.9,P,T,52,1324.6,14.4,,,I,,2.5,21.03,43.64
Plant Rows,N21-0645,Mx17-46-2,1,RM21-0645,2021,CLA,5.4-5.9,P,T,52,868,15.9,,,I,,3,22.2,46.61
Plant Rows,N21-0646,Mx17-46-2,2,RM21-0646,2021,CLA,5.4-5.9,P,T,52,1217.2,15.9,,,D,,2.5,21.45,43.71
Plant Rows,N21-0647,Mx17-46-2,3,RM21-0647,2021,CLA,5.4-5.9,P,T,52,811,14.3,,,D,,2.5,21.01,46.74
Plant Rows,N21-0648,Mx17-46-2,4,RM21-0648,2021,CLA,5.4-5.9,P,T,52,1318,15.6,,,D,,2,22.55,46.15
Plant Rows,N21-0649,Mx17-46-2,5,RM21-0649,2021,CLA,5.4-5.9,P,T,52,969.8,15.9,,,S,,x,22.25,44.38
Plant Rows,N21-0650,Mx17-46-2,6,RM21-0650,2021,CLA,5.4-5.9,P,T,52,1053.3,16.7,,,S,,x,21.44,44.37
Plant Rows,N21-0651,Mx17-46-2,8,RM21-0651,2021,CLA,5.4-5.9,P,T,52,942.5,18,,,D,,3,21.38,44.88
Plant Rows,N21-0652,Mx17-46-2,10,RM21-0652,2021,CLA,5.4-5.9,P,T,52,827.4,16,,,I,,2,21.75,46.11
Plant Rows,N21-0653,Mx17-46-2,14,RM21-0653,2021,CLA,5.4-5.9,P,T,52,968.1,15.4,,,D,,1.5,21.73,44.29
Plant Rows,N21-0654,Mx17-46-2,15,RM21-0654,2021,CLA,5.4-5.9,P,T,52,690.4,13.6,,,I,,2,20.65,47.63
Plant Rows,N21-0655,Mx17-46-2,18,RM21-0655,2021,CLA,5.4-5.9,P,T,52,930,16.3,,,I,,2,21.15,46.11
Plant Rows,N21-0656,Mx17-46-2,20,RM21-0656,2021,CLA,5.4-5.9,P,T,52,1191.8,15.8,,,I,,2.5,22.69,45.46
Plant Rows,N21-0657,Mx17-46-2,21,RM21-0657,2021,CLA,5.4-5.9,P,T,52,873,15.2,,,I,,3.5,21.28,46.3
Plant Rows,N21-0658,Mx17-46-2,22,RM21-0658,2021,CLA,5.4-5.9,P,T,52,1117,15.6,,,I,,3.5,23.18,44.27
Plant Rows,N21-0659,Mx17-46-2,23,RM21-0659,2021,CLA,5.4-5.9,P,T,52,779.2,15,,,D,,3.5,22.28,44.85
Plant Rows,N21-0660,Mx17-46-2,24,RM21-0660,2021,CLA,5.4-5.9,P,T,52,1029,15.2,,,I,,3,22.23,45.24
Plant Rows,N21-0661,Mx17-46-2,25,RM21-0661,2021,CLA,5.4-5.9,P,T,52,865.9,14.4,,,I,,3,22.87,43.82
Plant Rows,N21-0662,Mx17-47-1,3,RM21-0662,2021,CLA,5.4-5.9,S,T,52,1214.7,12.2,,,I,,2.5,19.53,47.37
Plant Rows,N21-0663,Mx17-47-1,4,RM21-0663,2021,CLA,5.4-5.9,P,T,52,1090.8,11,,,I,,3,21.07,45.4
Plant Rows,N21-0664,Mx17-47-1,7,RM21-0664,2021,CLA,5.4-5.9,W,T,52,817.5,11.7,,,I,,3,21.88,45.11
Plant Rows,N21-0665,Mx17-47-1,11,RM21-0665,2021,CLA,5.4-5.9,P,T,52,915.3,11.3,,,I,,3.5,20.93,43.7
Plant Rows,N21-0666,Mx17-47-1,12,RM21-0666,2021,CLA,5.4-5.9,P,G,52,812.1,11.5,,,D,,2.5,21.05,45.28
Plant Rows,N21-0667,Mx17-47-1,13,RM21-0667,2021,CLA,5.4-5.9,W,T,52,833.5,11,,,I,,4,20.67,46.88
Plant Rows,N21-0668,Mx17-47-1,14,RM21-0668,2021,CLA,5.4-5.9,P,G,52,853,12.7,,,I,,3.5,22.49,44.89
Plant Rows,N21-0669,Mx17-47-1,15,RM21-0669,2021,CLA,5.4-5.9,P,T,52,993.5,10.5,,,I,,2.5,20.65,46.05
Plant Rows,N21-0670,Mx17-47-1,18,RM21-0670,2021,CLA,5.4-5.9,P,G,52,828.5,12.5,,,I,,3,21.82,45.64
Plant Rows,N21-0671,Mx17-47-1,19,RM21-0671,2021,CLA,5.4-5.9,P,S,52,565.3,10.4,,,S,,x,20.88,47.07
Plant Rows,N21-0672,Mx17-47-1,20,RM21-0672,2021,CLA,5.4-5.9,P,G,52,781.5,12.9,,,D,,2.5,20.92,45.52
Plant Rows,N21-0673,Mx17-47-1,21,RM21-0673,2021,CLA,5.4-5.9,W,S,52,894.3,11.6,,,D,,x,22.31,44.01
Plant Rows,N21-0674,Mx17-47-1,22,RM21-0674,2021,CLA,5.4-5.9,W,G,52,1230.8,10.6,,,I,,2.5,20.64,45.89
Plant Rows,N21-0675,Mx17-47-1,23,RM21-0675,2021,CLA,5.4-5.9,S,T,52,909.2,10.8,,,D,,3.5,21.27,45.39
Plant Rows,N21-0676,Mx17-47-1,24,RM21-0676,2021,CLA,5.4-5.9,W,G,52,1029.2,10.4,,,I,,3.5,20.96,45.76
Plant Rows,N21-0677,Mx17-47-1,25,RM21-0677,2021,CLA,5.4-5.9,W,S,52,1058.8,11.4,,,S,,x,19.4,48.12
Plant Rows,N21-0678,Mx17-47-1,26,RM21-0678,2021,CLA,5.4-5.9,W,G,52,761.6,10.2,,,I,,2.5,20.56,45.26
Plant Rows,N21-0679,Mx17-47-1,27,RM21-0679,2021,CLA,5.4-5.9,W,T,52,1081.5,10.8,,,I,,2.5,20.49,45.75
Plant Rows,N21-0680,Mx17-47-1,28,RM21-0680,2021,CLA,5.4-5.9,W,G,52,667.2,12.5,,,I,,3,19.94,49.75
Plant Rows,N21-0681,Mx17-47-1,30,RM21-0681,2021,CLA,5.4-5.9,W,T,52,1140.4,9.5,,,I,,2,19.49,46.1
Plant Rows,N21-0682,Mx17-47-1,32,RM21-0682,2021,CLA,5.4-5.9,P,S,52,862.1,12.2,,,S,,x,22.24,44.7
Plant Rows,N21-0683,Mx17-47-1,33,RM21-0683,2021,CLA,5.4-5.9,S,T,52,934.8,11.8,,,I,,3,23,42.66
Plant Rows,N21-0684,Mx17-47-1,34,RM21-0684,2021,CLA,5.4-5.9,W,T,52,929.4,10,,,S,,x,19.91,49.03
Plant Rows,N21-0685,Mx17-47-1,35,RM21-0685,2021,CLA,5.4-5.9,W,S,52,608.9,11.6,,,S,,x,19.71,49.76
Plant Rows,N21-0686,Mx17-47-1,37,RM21-0686,2021,CLA,5.4-5.9,P,S,52,941.5,10.8,,,I,,x,20.37,46.24
Plant Rows,N21-0687,Mx17-47-1,38,RM21-0687,2021,CLA,5.4-5.9,P,T,52,730.7,13.8,,,D,,3,21.18,47.38
Plant Rows,N21-0688,Mx17-47-1,39,RM21-0688,2021,CLA,5.4-5.9,P,S,52,954.5,11.5,,,D,,x,22.4,44.68
Plant Rows,N21-0689,Mx17-47-1,40,RM21-0689,2021,CLA,5.4-5.9,W,S,52,779.2,10.9,,,I,,x,18.35,50.43
Plant Rows,N21-0690,Mx17-47-1,45,RM21-0690,2021,CLA,5.4-5.9,P,T,52,735.3,11.3,,,I,,3.5,21.74,45.48
Plant Rows,N21-0691,Mx17-47-1,46,RM21-0691,2021,CLA,5.4-5.9,P,T,52,850.3,10.8,,,I,,3.5,20.3,46.33
Plant Rows,N21-0692,Mx17-47-1,49,RM21-0692,2021,CLA,5.4-5.9,S,T,52,828.6,9.6,,,I,,3.5,19.98,46.27
Plant Rows,N21-0693,Mx17-47-1,51,RM21-0693,2021,CLA,5.4-5.9,P,G,52,664.3,9.8,,,I,,3.5,19.78,47.98
Plant Rows,N21-0694,Mx17-47-1,55,RM21-0694,2021,CLA,5.4-5.9,W,T,52,868.3,9.8,,,I,,3.5,19.47,47.03
Plant Rows,N21-0695,Mx17-47-2,1,RM21-0695,2021,CLA,5.4-5.9,P,T,52,987.2,11.3,,,I,,2.5,21.65,46.23
Plant Rows,N21-0696,Mx17-47-2,3,RM21-0696,2021,CLA,5.4-5.9,W,T,52,504.6,9.8,,,I,,3.5,19.34,47.65
Plant Rows,N21-0697,Mx17-47-2,4,RM21-0697,2021,CLA,5.4-5.9,P,G,52,1206.6,13.7,,,I,,3,22.11,44.48
Plant Rows,N21-0698,Mx17-47-2,5,RM21-0698,2021,CLA,5.4-5.9,S,T,52,865.9,10.6,,,D,,3,19.27,47.2
Plant Rows,N21-0699,Mx17-47-2,8,RM21-0699,2021,CLA,5.4-5.9,P,G,52,945.8,11.7,,,I,,3.5,21.16,47.02
Plant Rows,N21-0701,Mx17-47-2,12,RM21-0701,2021,CLA,5.4-5.9,P,T,52,1213.9,11,,,I,,3,20.01,47.08
Plant Rows,N21-0702,Mx17-47-2,16,RM21-0702,2021,CLA,5.4-5.9,P,T,52,1119.4,11.7,,,S,,x,18.96,48.27
Plant Rows,N21-0703,Mx17-47-2,17,RM21-0703,2021,CLA,5.4-5.9,W,T,52,619.7,12.3,,,I,,3,19.36,49.65
Plant Rows,N21-0704,Mx17-47-2,18,RM21-0704,2021,CLA,5.4-5.9,W,G,52,975.4,10.1,,,D,,3.5,19.87,47.3
Plant Rows,N21-0705,Mx17-48-1,2,RM21-0705,2021,CLA,5.4-5.9,P,S,52,970.1,15.5,,,I,,x,21.77,45.87
Plant Rows,N21-0706,Mx17-48-1,3,RM21-0706,2021,CLA,5.4-5.9,P,G,52,1227.7,14.4,,,I,,2,22.17,43.69
Plant Rows,N21-0707,Mx17-48-1,5,RM21-0707,2021,CLA,5.4-5.9,W,G,52,952.6,15,,,I,,3.5,21.13,46.58
Plant Rows,N21-0708,Mx17-48-1,7,RM21-0708,2021,CLA,5.4-5.9,W,G,52,1027.3,14.4,,,I,,3,20.93,45.99
Plant Rows,N21-0709,Mx17-48-1,8,RM21-0709,2021,CLA,5.4-5.9,P,T,52,472.4,14.1,,,D,,4,21.79,48.17
Plant Rows,N21-0710,Mx17-48-1,10,RM21-0710,2021,CLA,5.4-5.9,P,T,52,909,14,,,D,,2.5,22.25,45.75
Plant Rows,N21-0711,Mx17-48-1,11,RM21-0711,2021,CLA,5.4-5.9,P,G,52,877.5,14.1,,,I,,2.5,21.48,45.55
Plant Rows,N21-0712,Mx17-48-1,13,RM21-0712,2021,CLA,5.4-5.9,P,G,52,1140.7,13.9,,,D,,3,24.08,42.6
Plant Rows,N21-0713,Mx17-48-1,14,RM21-0713,2021,CLA,5.4-5.9,P,T,52,719.1,13.4,,,I,,3,21.44,47.19
Plant Rows,N21-0714,Mx17-48-1,15,RM21-0714,2021,CLA,5.4-5.9,P,G,52,1075.4,11.9,,,I,,3.5,20.6,46.21
Plant Rows,N21-0715,Mx17-48-1,16,RM21-0715,2021,CLA,5.4-5.9,P,T,52,1155,14,,,I,,2,22.67,45.31
Plant Rows,N21-0716,Mx17-48-1,17,RM21-0716,2021,CLA,5.4-5.9,W,S,52,772.4,13.1,,,I,,x,21.19,47.13
Plant Rows,N21-0717,Mx17-48-1,18,RM21-0717,2021,CLA,5.4-5.9,W,T,52,1062.8,13,,,I,,3,21.73,43.62
Plant Rows,N21-0718,Mx17-48-1,19,RM21-0718,2021,CLA,5.4-5.9,P,T,52,970.4,14.5,,,I,,3,21.79,44.07
Plant Rows,N21-0719,Mx17-48-2,2,RM21-0719,2021,CLA,5.4-5.9,P,T,52,991.6,13,,,I,,2.5,21.01,44.87
Plant Rows,N21-0720,Mx17-48-2,3,RM21-0720,2021,CLA,5.4-5.9,P,T,52,1032.8,16.9,,,S,,x,20.79,45.64
Plant Rows,N21-0721,Mx17-48-2,4,RM21-0721,2021,CLA,5.4-5.9,W,T,52,701.8,14.2,,,I,,4,20.43,47.62
Plant Rows,N21-0722,Mx17-48-2,6,RM21-0722,2021,CLA,5.4-5.9,P,S,52,1124.2,16,,,S,,x,22.17,45.54
Plant Rows,N21-0723,Mx17-48-2,17,RM21-0723,2021,CLA,5.4-5.9,P,T,52,784.3,14.5,,,I,,2.5,21.29,43.93
Plant Rows,N21-0724,Mx17-48-2,18,RM21-0724,2021,CLA,5.4-5.9,W,G,52,1130.9,14.5,,,I,,2.5,22.28,44.36
Plant Rows,N21-0725,Mx17-48-2,20,RM21-0725,2021,CLA,5.4-5.9,P,G,52,982.5,13.9,,,I,,3.5,21.09,43.84
Plant Rows,N21-0726,Mx17-48-2,21,RM21-0726,2021,CLA,5.4-5.9,P,T,52,1248.9,12.7,,,I,,2.5,22.31,44.4
Plant Rows,N21-0727,Mx17-48-2,22,RM21-0727,2021,CLA,5.4-5.9,W,G,55,484.3,11.6,,,I,,2.5,18.81,47.8
Plant Rows,N21-0728,Mx17-48-2,23,RM21-0728,2021,CLA,5.4-5.9,P,T,55,547.4,13.1,,,I,,2.5,20.67,47.72
Plant Rows,N21-0729,Mx17-48-2,24,RM21-0729,2021,CLA,5.4-5.9,P,G,55,685.1,15.3,,,I,,2.5,20.68,46.64
Plant Rows,N21-0730,Mx17-48-2,27,RM21-0730,2021,CLA,5.4-5.9,P,T,55,1455.7,11.2,,,I,,2.5,22.76,42.2
Plant Rows,N21-0731,Mx17-48-2,28,RM21-0731,2021,CLA,5.4-5.9,P,T,55,1313.3,16.1,,,I,,3.5,22.73,43.22
Plant Rows,N21-0732,Mx17-48-2,30,RM21-0732,2021,CLA,5.4-5.9,P,T,55,1051,13.1,,,D,,3,22.05,43.07
Plant Rows,N21-0733,Mx17-48-2,31,RM21-0733,2021,CLA,5.4-5.9,P,G,55,627.4,13.7,,,I,,3.5,21.4,45.62
Plant Rows,N21-0734,Mx17-48-2,32,RM21-0734,2021,CLA,5.4-5.9,W,T,55,667.3,17.5,,,I,,3,22.41,44.84
Plant Rows,N21-0735,Mx17-48-2,34,RM21-0735,2021,CLA,5.4-5.9,P,T,55,814.5,13.8,,,D,,2.5,22.26,45.91
Plant Rows,N21-0736,Mx17-48-2,35,RM21-0736,2021,CLA,5.4-5.9,P,G,55,776.2,12.4,,,I,,2.5,21.6,45.9
Plant Rows,N21-0737,Mx17-48-2,36,RM21-0737,2021,CLA,5.4-5.9,P,S,55,649.3,12.1,,,I,,x,21.18,45.75
Plant Rows,N21-0738,Mx17-48-2,40,RM21-0738,2021,CLA,5.4-5.9,P,T,55,720.2,14,,,D,,3,21.77,46.61
Plant Rows,N21-0739,Mx17-48-2,41,RM21-0739,2021,CLA,5.4-5.9,S,S,55,918.9,14.1,,,I,,x,21.66,45.78
Plant Rows,N21-0740,CHECK,TN11-5140,RM21-0740,2021,CLA,5.4-5.9,W,G,55,1112.9,12.8,,,I,,x,23.15,41.42
Plant Rows,N21-0741,CHECK,Osage,RM21-0741,2021,CLA,5.4-5.9,P,G,55,974.7,12,,,D,,x,22.12,44.16
Plant Rows,N21-0742,CHECK,N16-8564,RM21-0742,2021,CLA,5.4-5.9,P,G,55,1021.8,12.3,,,I,,x,22.7,43.11
Plant Rows,N21-0743,CHECK,Dunphy,RM21-0743,2021,CLA,6.0-6.5,P,G,55,1475.5,12.7,,,I,,x,22.98,40.25
Plant Rows,N21-0744,CHECK,Dilday,RM21-0744,2021,CLA,6.0-6.5,P,G,55,870.9,15.3,,,I,,x,22.77,43.09
Plant Rows,N21-0745,CHECK,USDA-N6005,RM21-0745,2021,CLA,6.0-6.5,W,G,52,919.8,10.7,,,D,,x,23.08,40.78
Plant Rows,N21-0746,Mx17-04,1,RM21-0746,2021,CLA,6.0-6.5,W,G,52,1038,14.9,,,I,,2.5,22.97,42.93
Plant Rows,N21-0747,Mx17-04,13,RM21-0747,2021,CLA,6.0-6.5,W,G,56,908.8,16.8,,,I,,3.5,23.28,42.07
Plant Rows,N21-0748,Mx17-04,14,RM21-0748,2021,CLA,6.0-6.5,P,G,52,824.4,14.7,,,I,,3.5,22.39,43.86
Plant Rows,N21-0749,Mx17-04,54,RM21-0749,2021,CLA,6.0-6.5,W,G,52,778.2,15,,,I,,3.5,21.75,44.38
Plant Rows,N21-0750,Mx17-05,1,RM21-0750,2021,CLA,6.0-6.5,P,G,56,813.7,15.7,,,I,,3.5,20.97,45.59
Plant Rows,N21-0751,Mx17-05,11,RM21-0751,2021,CLA,6.0-6.5,W,G,56,763,15.9,,,I,,3,23.04,43.37
Plant Rows,N21-0752,Mx17-05,25,RM21-0752,2021,CLA,6.0-6.5,P,G,56,1063.4,15.7,,,I,,4,22.97,43.99
Plant Rows,N21-0753,Mx17-05,36,RM21-0753,2021,CLA,6.0-6.5,P,G,56,610.6,18,,,I,,4,20.94,45.09
Plant Rows,N21-0754,Mx17-05,45,RM21-0754,2021,CLA,6.0-6.5,W,G,56,413.6,13.2,,,I,,4,21.99,45.4
Plant Rows,N21-0755,Mx17-05,54,RM21-0755,2021,CLA,6.0-6.5,P,G,56,208.7,15.5,,,D,,4,20.83,45.5
Plant Rows,N21-0756,Mx17-05,56,RM21-0756,2021,CLA,6.0-6.5,P,G,52,358,17,,,I,,5,21.79,43.44
Plant Rows,N21-0757,Mx17-05,61,RM21-0757,2021,CLA,6.0-6.5,P,G,52,499.1,15.3,,,I,,3.5,22.79,43.46
Plant Rows,N21-0758,Mx17-05,69,RM21-0758,2021,CLA,6.0-6.5,P,G,52,627.7,18,,,I,,3.5,22.89,43.08
Plant Rows,N21-0759,Mx17-10,18,RM21-0759,2021,CLA,6.0-6.5,W,G,52,571.6,20.7,,,I,,4,22.34,45.09
Plant Rows,N21-0760,Mx17-10,19,RM21-0760,2021,CLA,6.0-6.5,P,S,52,654,16.9,,,I,,x,22.89,45.09
Plant Rows,N21-0761,Mx17-10,24,RM21-0761,2021,CLA,6.0-6.5,P,T,284,487.2,17,,,D,,3.5,23.23,43.4
Plant Rows,N21-0762,Mx17-10,27,RM21-0762,2021,CLA,6.0-6.5,P,G,285,256.3,15.3,,,S,,x,23.39,41.91
Plant Rows,N21-0763,Mx17-10,29,RM21-0763,2021,CLA,6.0-6.5,W,G,52,567.4,16.3,,,I,,3,23.84,42.81
Plant Rows,N21-0764,Mx17-10,33,RM21-0764,2021,CLA,6.0-6.5,W,G,54,495.5,19.6,,,D,,4.5,23.29,43.91
Plant Rows,N21-0765,Mx17-10,39,RM21-0765,2021,CLA,6.0-6.5,P,T,52,863.3,18.4,,,D,,4,23.1,42.83
Plant Rows,N21-0766,Mx17-10,40,RM21-0766,2021,CLA,6.0-6.5,S,T,52,718.5,19.1,,,I,,2,24.65,41.04
Plant Rows,N21-0767,Mx17-10,42,RM21-0767,2021,CLA,6.0-6.5,W,T,52,240.3,16.2,,,D,,4,24.4,42.33
Plant Rows,N21-0768,Mx17-10,45,RM21-0768,2021,CLA,6.0-6.5,P,T,52,405.3,14.9,,,D,,4,24.18,41
Plant Rows,N21-0770,Mx17-10,53,RM21-0770,2021,CLA,6.0-6.5,P,G,52,483.6,15.3,,,I,,3,23.55,43.54
Plant Rows,N21-0771,Mx17-10,57,RM21-0771,2021,CLA,6.0-6.5,W,G,52,468.6,17.7,,,D,,3.5,24.23,43.84
Plant Rows,N21-0772,Mx17-10,59,RM21-0772,2021,CLA,6.0-6.5,P,G,52,694.6,17.1,,,D,,3,23.35,43.8
Plant Rows,N21-0773,,65,RM21-0773,2021,CLA,6.0-6.5,W,T,52,1017.6,18,,,I,,3,,
Plant Rows,N21-0774,,76,RM21-0774,2021,CLA,6.0-6.5,W,G,52,1077.7,16.2,,,I,,3,,
Plant Rows,N21-0775,Mx17-10,78,RM21-0775,2021,CLA,6.0-6.5,P,S,52,696.6,16.5,,,I,,x,23.23,41.89
Plant Rows,N21-0776,Mx17-11,8,RM21-0776,2021,CLA,6.0-6.5,P,G,52,780.2,14.2,,,I,,4,20.12,43.32
Plant Rows,N21-0777,Mx17-11,10,RM21-0777,2021,CLA,6.0-6.5,W,G,52,402,13.8,,,D,,4,21.2,44.36
Plant Rows,N21-0778,Mx17-11,34,RM21-0778,2021,CLA,6.0-6.5,W,G,52,277.4,15.5,,,D,,3.5,21.66,43.91
Plant Rows,N21-0779,Mx17-11,36,RM21-0779,2021,CLA,6.0-6.5,W,G,52,259.2,15.1,,,D,,4,20.89,45.62
Plant Rows,N21-0780,Mx17-11,51,RM21-0780,2021,CLA,6.0-6.5,W,G,52,665.9,15.2,,,D,,4,21.05,45.16
Plant Rows,N21-0782,Mx17-12,12,RM21-0782,2021,CLA,6.0-6.5,P,T,53,352.3,15.7,,,D,,3,20.95,46.23
Plant Rows,N21-0783,Mx17-12,21,RM21-0783,2021,CLA,6.0-6.5,W,G,52,349.9,15.8,,,D,,3.5,22.64,43.43
Plant Rows,N21-0784,Mx17-12,27,RM21-0784,2021,CLA,6.0-6.5,W,T,54,762.8,16.9,,,D,,3,22.93,42.59
Plant Rows,N21-0785,Mx17-12,28,RM21-0785,2021,CLA,6.0-6.5,W,G,57,806.7,16.7,,,D,,3,21.99,43.45
Plant Rows,N21-0786,Mx17-12,29,RM21-0786,2021,CLA,6.0-6.5,S,S,52,518.9,17,,,I,,x,23.97,42.9
Plant Rows,N21-0787,Mx17-12,31,RM21-0787,2021,CLA,6.0-6.5,P,T,52,735,16.5,,,D,,3,21.33,45.39
Plant Rows,N21-0788,Mx17-12,35,RM21-0788,2021,CLA,6.0-6.5,P,T,52,847.7,17.3,,,I,,3,21.15,45.62
Plant Rows,N21-0789,Mx17-12,36,RM21-0789,2021,CLA,6.0-6.5,W,T,284,902.1,16.8,,,I,,3,21.27,45.59
Plant Rows,N21-0790,Mx17-12,44,RM21-0790,2021,CLA,6.0-6.5,P,T,284,986.1,15.6,,,D,,2.5,22.8,42.94
Plant Rows,N21-0791,Mx17-12,49,RM21-0791,2021,CLA,6.0-6.5,W,T,285,400.4,15,,,I,,x,23.91,42.23
Plant Rows,N21-0792,Mx17-12,56,RM21-0792,2021,CLA,6.0-6.5,P,T,284,502.8,15.4,,,S,,3,23.06,45.38
Plant Rows,N21-0793,Mx17-12,59,RM21-0793,2021,CLA,6.0-6.5,W,G,285,518.2,15,,,D,,3.5,22.63,43.83
Plant Rows,N21-0794,Mx17-13,8,RM21-0794,2021,CLA,6.0-6.5,P,G,286,932.8,18.9,,,D,,3,22.27,43.8
Plant Rows,N21-0795,Mx17-13,45,RM21-0795,2021,CLA,6.0-6.5,W,G,285,195.5,16.2,,,D,,4,23.68,41.88
Plant Rows,N21-0796,Mx17-13,52,RM21-0796,2021,CLA,6.0-6.5,P,G,284,276.4,16.6,,,D,,4,23.31,43.41
Plant Rows,N21-0797,Mx17-13,60,RM21-0797,2021,CLA,6.0-6.5,P,G,284,795.1,18.5,,,D,,3,23.39,41.38
Plant Rows,N21-0798,Mx17-15,1,RM21-0798,2021,CLA,6.0-6.5,W,G,53,259.6,20.9,,,D,,4,22.14,44.75
Plant Rows,N21-0799,Mx17-15,3,RM21-0799,2021,CLA,6.0-6.5,P,G,57,332.2,19,,,D,,3.5,21.63,44.58
Plant Rows,N21-0800,Mx17-15,4,RM21-0800,2021,CLA,6.0-6.5,W,G,281,272.6,16.8,,,D,,3.5,22.58,45.43
Plant Rows,N21-0801,Mx17-15,6,RM21-0801,2021,CLA,6.0-6.5,P,G,287,1103.9,19.6,,,I,,3,23.02,43.62
Plant Rows,N21-0802,Mx17-15,8,RM21-0802,2021,CLA,6.0-6.5,W,G,285,723.3,18.7,,,D,,3,21.17,45.99
Plant Rows,N21-0803,Mx17-15,9,RM21-0803,2021,CLA,6.0-6.5,W,G,287,848.4,20.9,,,I,,3,21.7,45.37
Plant Rows,N21-0804,Mx17-15,10,RM21-0804,2021,CLA,6.0-6.5,P,G,285,335.6,19.3,,,I,,3.5,21.28,44.79
Plant Rows,N21-0805,Mx17-15,12,RM21-0805,2021,CLA,6.0-6.5,P,G,285,483.7,17.7,,,I,,3.5,22.86,44.34
Plant Rows,N21-0806,Mx17-15,13,RM21-0806,2021,CLA,6.0-6.5,P,G,53,256.3,19.3,,,D,,4,22.35,43.73
Plant Rows,N21-0807,Mx17-15,15,RM21-0807,2021,CLA,6.0-6.5,W,G,52,568,19.2,,,D,,4,22.58,43.85
Plant Rows,N21-0808,Mx17-15,19,RM21-0808,2021,CLA,6.0-6.5,P,G,287,361.7,18.9,,,D,,4,22.18,45.74
Plant Rows,N21-0809,Mx17-15,20,RM21-0809,2021,CLA,6.0-6.5,P,G,284,324.4,18.4,,,D,,4,22.95,44.02
Plant Rows,N21-0810,Mx17-15,21,RM21-0810,2021,CLA,6.0-6.5,P,G,284,386.4,19.2,,,D,,4,23.28,43.84
Plant Rows,N21-0811,Mx17-15,22,RM21-0811,2021,CLA,6.0-6.5,P,G,286,899.7,20.7,,,I,,3.5,20.96,46.72
